url,manually_checked_api,active,error_type
gis.katastar.gov.mk,,False,['HTTPS and HTTP requests failed']
gis.ms.gov,,False,['HTTPS and HTTP requests failed']
gis.napa.ca.gov,,False,['HTTPS and HTTP requests failed']
gis.opendata.lt,,False,['HTTPS and HTTP requests failed']
gisdata.mn.gov,,False,['HTTPS and HTTP requests failed']
gisdata.staffordpw.com,,False,['HTTPS and HTTP requests failed']
gmdatastore.org.uk,,False,['HTTPS and HTTP requests failed']
gndb.ncc.org.ir,,False,['HTTPS and HTTP requests failed']
gnq-data.atlas-forestal.org,,False,['HTTPS and HTTP requests failed']
gnq-data.forest-atlas.org,,False,['HTTPS and HTTP requests failed']
gnv-grtgaz.opendatasoft.com,,False,['HTTPS and HTTP requests failed']
go.gale.com,,False,['HTTPS and HTTP requests failed']
gobiernoabierto.dipucadiz.es,,False,['HTTPS and HTTP requests failed']
gobiernoabierto.gobex.es,,False,['HTTPS and HTTP requests failed']
gobiernoabierto.juntaex.es,,False,['HTTPS and HTTP requests failed']
govinfo.nlc.gov.cn,,False,['HTTPS and HTTP requests failed']
gptogc.esri.com,,False,['HTTPS and HTTP requests failed']
gsi.ir,,False,['HTTPS and HTTP requests failed']
gso.gov.vn,,False,['HTTPS and HTTP requests failed']
hampton.demo.socrata.com,,False,['HTTPS and HTTP requests failed']
hcai.ca.gov,,False,['HTTPS and HTTP requests failed']
health.data.ca.gov,,False,['HTTPS and HTTP requests failed']
healthmeasures.aspe.hhs.gov,,False,['HTTPS and HTTP requests failed']
hello-sunshine.com,,False,['HTTPS and HTTP requests failed']
help.instantatlas.com,,False,['HTTPS and HTTP requests failed']
help.reports.esriuk.com,,False,['HTTPS and HTTP requests failed']
helsingborg.opendatasoft.com,,False,['HTTPS and HTTP requests failed']
hidromet.com.pa,,False,['HTTPS and HTTP requests failed']
hih-ckan-archive.neurologie.uni-tuebingen.de,,False,['HTTPS and HTTP requests failed']
http://101.79.9.128,,True,
http://103.231.194.8,,True,
http://109.69.1.178:8081,,True,
http://116.203.208.239,,True,
http://129.194.213.24,,True,
http://130.179.67.140,,True,
http://185.75.55.180,,True,
http://192.241.154.193,,True,
http://3.237.95.96,,True,
http://84.38.48.220,,True,
http://a2washcoodc.a2-mi.opendata.arcgis.com,,True,
