url,api_software,number_of_datasets,number_of_supported_datasets,timestamp
https://data.agglo-carene.fr,Opendatasoft,103,103,2023-08-10 21:37:53
https://data.ajman.ae,Opendatasoft,144,144,2023-08-10 21:37:56
https://data.ameli.fr,Opendatasoft,15,15,2023-08-10 21:37:59
https://data.ampmetropole.fr,Opendatasoft,247,247,2023-08-10 21:38:02
https://data.angers.fr,Opendatasoft,149,149,2023-08-10 21:38:06
https://data.artisanat.fr,Opendatasoft,6,6,2023-08-10 21:38:08
https://data.ballarat.vic.gov.au,Opendatasoft,84,84,2023-08-10 21:38:12
https://data.bep.be,Opendatasoft,124,124,2023-08-10 21:38:15
https://data.blois.agglopolys.fr,Opendatasoft,156,156,2023-08-10 21:38:18
https://data.bmcc.nsw.gov.au,Opendatasoft,11,11,2023-08-10 21:38:22
https://data.bourgesplus.fr,Opendatasoft,57,57,2023-08-10 21:38:25
https://data.bretagne.bzh,Opendatasoft,204,204,2023-08-10 21:38:28
https://data.bs.ch,Opendatasoft,237,237,2023-08-10 21:38:31
https://data.camden.nsw.gov.au,Opendatasoft,13,13,2023-08-10 21:38:35
